(0-0)+0=0;(1*1)-1=1
(0*1)*(3-1)=0;(1/2)/(4*2)=1
(1+1)+(3*3)=11;(2-2)-(4/4)=22
(3*2)-(2-0)=4;(4/3)*(3*1)=5
(4*3)*(2+2)=48;(5/4)/(3-3)=59
(1-1)+(3+1)=4;(2*2)-(4-2)=5
(1*3)*(3-3)=0;(2/4)/(4*4)=1
(1+2)*(0+0)=0;(2-3)/(1-1)=1
(0-2)+(3*1)=1;(1*3)-(4/2)=2
(3+1)+(1-1)=4;(4-2)-(2*2)=5
(3-3)-(3-4)=1;(4*4)*(4*5)=2
(4-3)*0=0;(5*4)/1=1
(0*4)+(4*1)=4;(1/5)-(5/2)=5
(3*1)+(0*4)=3;(4/2)-(1/5)=4
(4*4)-(2-3)=17;(5/5)*(3*4)=28
(4+3)+(3-1)=9;(5-4)-(4*2)=0
(4*0)*2=0;(5/1)/3=1
(4-4)+(1-0)=1;(5*5)-(2*1)=2
(3+1)*(3-3)=0;(4-2)/(4*4)=1
(3-1)*(1-1)=0;(4*2)/(2*2)=1
(3-2)+(4*1)=5;(4*3)-(5/2)=6
(4*3)*(1+4)=60;(5/4)/(2-5)=71
(3*3)+(4+4)=17;(4/4)-(5-5)=28
(1*4)+(0+3)=7;(2/5)-(1-4)=8
(1*1)-(0+0)=1;(2/2)*(1-1)=2
(4+1)-(0*0)=5;(5-2)*(1/1)=6
(3-1)+(2-2)=2;(4*2)-(3*3)=3
(3*4)+(4+0)=16;(4/5)-(5-1)=27
(3*4)-(1+1)=10;(4/5)*(2-2)=21
0*(4+4)=0;1/(5-5)=1
(1-1)*(1+3)=0;(2*2)/(2-4)=1
(4+3)+(0-3)=4;(5-4)-(1*4)=5
(4+0)+(0-0)=4;(5-1)-(1*1)=5
(3*3)-(2-0)=7;(4/4)*(3*1)=8
(3*2)+(4+1)=11;(4/3)-(5-2)=22
(0-2)*(0*1)=0;(1*3)/(1/2)=1
(3+2)+4=9;(4-3)-5=0
(3+2)+(3-1)=7;(4-3)-(4*2)=8
(0+2)*(3+3)=12;(1-3)/(4-4)=23
(3-0)-(2-4)=5;(4*1)*(3*5)=6
3-(1+2)=0;4*(2-3)=1
(2+2)-(4-3)=3;(3-3)*(5*4)=4
(1+4)+(3-0)=8;(2-5)-(4*1)=9
(2*1)*(1+3)=8;(3/2)/(2-4)=9
(0+2)*(3+0)=6;(1-3)/(4-1)=7
(0+1)*(1*4)=4;(1-2)/(2/5)=5
(1+3)*(4*3)=48;(2-4)/(5/4)=59
(4-4)-(0*0)=0;(5*5)*(1/1)=1
4*(0*0)=0;5/(1/1)=1
(2-2)+(4+1)=5;(3*3)-(5-2)=6
(0*2)*(4*0)=0;(1/3)/(5/1)=1
(4-3)-(0*1)=1;(5*4)*(1/2)=2
(2-3)*(3*0)=0;(3*4)/(4/1)=1
(3*2)-(0-1)=7;(4/3)*(1*2)=8
(4*1)+(3+1)=8;(5/2)-(4-2)=9
(0+3)*(4-4)=0;(1-4)/(5*5)=1
(3+3)+(3+3)=12;(4-4)-(4-4)=23
(2-4)+(3+3)=4;(3*5)-(4-4)=5
(0*1)*(4*4)=0;(1/2)/(5/5)=1
(2-0)+(2+2)=6;(3*1)-(3-3)=7
(1-3)*(1*0)=0;(2*4)/(2/1)=1
(3*1)+(1*0)=3;(4/2)-(2/1)=4
(4-1)+(3+0)=6;(5*2)-(4-1)=7
(1*0)*(1+2)=0;(2/1)/(2-3)=1
(2*4)*(3*3)=72;(3/5)/(4/4)=83
(2+4)+(3+2)=11;(3-5)-(4-3)=22
(2-3)*(0*3)=0;(3*4)/(1/4)=1
(3+4)-(3-4)=8;(4-5)*(4*5)=9
(2+1)*(1+0)=3;(3-2)/(2-1)=4
(4-2)+(1-1)=2;(5*3)-(2*2)=3
(3+1)-(4-0)=0;(4-2)*(5*1)=1
(3+1)+1=5;(4-2)-2=6
(3+1)+(1*1)=5;(4-2)-(2/2)=6
(2+0)+(1*0)=2;(3-1)-(2/1)=3
(4-0)+(4-3)=5;(5*1)-(5*4)=6
(2+4)*(0*2)=0;(3-5)/(1/3)=1
3-(3-1)=1;4*(4*2)=2
(2*3)*0=0;(3/4)/1=1
(3-1)*(2-1)=2;(4*2)/(3*2)=3
(4-2)-(0-0)=2;(5*3)*(1*1)=3
(3+3)+(3*2)=12;(4-4)-(4/3)=23
(0+3)-2=1;(1-4)*3=2
(1+1)-(0*1)=2;(2-2)*(1/2)=3
(2+4)+(4-0)=10;(3-5)-(5*1)=21
3*(4*0)=0;4/(5/1)=1
(4-2)+(3-3)=2;(5*3)-(4*4)=3
(4-0)*(0*2)=0;(5*1)/(1/3)=1
(2*3)+(4*1)=10;(3/4)-(5/2)=21
(3-4)*(0+0)=0;(4*5)/(1-1)=1
(1+2)*4=12;(2-3)/5=23
(3-0)+(1-4)=0;(4*1)-(2*5)=1
(1+0)*(4*0)=0;(2-1)/(5/1)=1
(2*3)*(1+4)=30;(3/4)/(2-5)=41
(4+0)-(3*1)=1;(5-1)*(4/2)=2
(1-1)+(4-1)=3;(2*2)-(5*2)=4
(3+2)+(2-2)=5;(4-3)-(3*3)=6
(3+2)*2=10;(4-3)/3=21
(4*3)*(1*1)=12;(5/4)/(2/2)=23
(0*4)*(3+0)=0;(1/5)/(4-1)=1
(4*4)*(3-0)=48;(5/5)/(4*1)=59
(2*3)*(4-3)=6;(3/4)/(5*4)=7
(2+4)*(2+4)=36;(3-5)/(3-5)=47
(4*1)-(4*0)=4;(5/2)*(5/1)=5
(0*1)+(2*1)=2;(1/2)-(3/2)=3
(1+0)*(4-3)=1;(2-1)/(5*4)=2
(2-0)+(1-2)=1;(3*1)-(2*3)=2
(2+1)-(3-3)=3;(3-2)*(4*4)=4
(2+2)+(3+2)=9;(3-3)-(4-3)=0
(4+2)*(0+4)=24;(5-3)/(1-5)=35
(2*1)*(2+4)=12;(3/2)/(3-5)=23
(2*1)+1=3;(3/2)-2=4
(3+3)-(0+3)=3;(4-4)*(1-4)=4
(4*2)-1=7;(5/3)*2=8
(4*2)+(0*0)=8;(5/3)-(1/1)=9
(0+3)+(4+4)=11;(1-4)-(5-5)=22
(1-0)+(2+2)=5;(2*1)-(3-3)=6
(1-3)+(0+2)=0;(2*4)-(1-3)=1
(3+1)*(2+4)=24;(4-2)/(3-5)=35
(2+4)+4=10;(3-5)-5=21
(0-0)*(1+3)=0;(1*1)/(2-4)=1
(3+2)*0=0;(4-3)/1=1
(0*4)*(2-1)=0;(1/5)/(3*2)=1
(3+3)*(3*4)=72;(4-4)/(4/5)=83
3+(1*2)=5;4-(2/3)=6
(1+4)*(0-0)=0;(2-5)/(1*1)=1
(0+1)+(4*2)=9;(1-2)-(5/3)=0
(3*2)+(4-3)=7;(4/3)-(5*4)=8
(4*0)*4=0;(5/1)/5=1
(2*2)*(3-1)=8;(3/3)/(4*2)=9
(2*3)+(3+2)=11;(3/4)-(4-3)=22
(4-3)-(0-1)=2;(5*4)*(1*2)=3
(4+1)+(0+3)=8;(5-2)-(1-4)=9
(3+0)+(4+4)=11;(4-1)-(5-5)=22
(0*3)-(1-4)=3;(1/4)*(2*5)=4
(2*1)*(4*3)=24;(3/2)/(5/4)=35
(3+4)-(1*3)=4;(4-5)*(2/4)=5
(4-4)+(3+3)=6;(5*5)-(4-4)=7
(1*3)-0=3;(2/4)*1=4
(4-1)-(3+0)=0;(5*2)*(4-1)=1
(2+2)+(2*4)=12;(3-3)-(3/5)=23
(3*2)-(1*3)=3;(4/3)*(2/4)=4
(4+2)+(2+3)=11;(5-3)-(3-4)=22
(4-4)*(1+0)=0;(5*5)/(2-1)=1
(1*2)*(0+3)=6;(2/3)/(1-4)=7
(2+4)+(4+0)=10;(3-5)-(5-1)=21
(1*2)-(2-0)=0;(2/3)*(3*1)=1
(0*4)*(2+3)=0;(1/5)/(3-4)=1
(4*4)-(3*0)=16;(5/5)*(4/1)=27
(1*0)+(4*0)=0;(2/1)-(5/1)=1
(3-4)+(3*2)=5;(4*5)-(4/3)=6
(4-4)*(2+4)=0;(5*5)/(3-5)=1
(4-4)+(1+4)=5;(5*5)-(2-5)=6
(3*2)-(1+0)=5;(4/3)*(2-1)=6
(2+2)*(4-4)=0;(3-3)/(5*5)=1
(3+1)+(0+3)=7;(4-2)-(1-4)=8
(3*0)*(2*3)=0;(4/1)/(3/4)=1
(3-0)-(1-4)=6;(4*1)*(2*5)=7
(4+4)+(0-3)=5;(5-5)-(1*4)=6
(0*3)-(0-0)=0;(1/4)*(1*1)=1
0*(3-2)=0;1/(4*3)=1
(0+3)-(3-3)=3;(1-4)*(4*4)=4
(1-1)*(3-2)=0;(2*2)/(4*3)=1
(2+1)*2=6;(3-2)/3=7
0*3=0;1/4=1
(0-0)+3=3;(1*1)-4=4
(2*0)+(2-1)=1;(3/1)-(3*2)=2
(3+1)+(4*4)=20;(4-2)-(5/5)=31
(4*1)*(1-0)=4;(5/2)/(2*1)=5
(3*3)+(0+4)=13;(4/4)-(1-5)=24
(1+2)+(0*0)=3;(2-3)-(1/1)=4
(1+4)-(4-3)=4;(2-5)*(5*4)=5
(0+4)+(2+1)=7;(1-5)-(3-2)=8
(4*4)*(3+4)=112;(5/5)/(4-5)=223
(3-3)*(4*4)=0;(4*4)/(5/5)=1
(3-0)+(4*2)=11;(4*1)-(5/3)=22
(0+1)+(0+4)=5;(1-2)-(1-5)=6
(0*1)+3=3;(1/2)-4=4
(4-1)+(4*4)=19;(5*2)-(5/5)=20
(3-0)*(1-0)=3;(4*1)/(2*1)=4
(1*1)*(0-0)=0;(2/2)/(1*1)=1
(3-1)-(2-0)=0;(4*2)*(3*1)=1
(1+0)+(3*0)=1;(2-1)-(4/1)=2
(0*0)*(3-2)=0;(1/1)/(4*3)=1
(4-3)+4=5;(5*4)-5=6
(1*2)-(1+1)=0;(2/3)*(2-2)=1
(1+2)*0=0;(2-3)/1=1
(4+0)-3=1;(5-1)*4=2
(1-2)+(4*4)=15;(2*3)-(5/5)=26
(0*4)+(2+3)=5;(1/5)-(3-4)=6
(4+2)+(4+0)=10;(5-3)-(5-1)=21
(2-1)+(0-1)=0;(3*2)-(1*2)=1
(0-0)+(2-1)=1;(1*1)-(3*2)=2
(4+4)*(1*1)=8;(5-5)/(2/2)=9
(1*0)*(0*0)=0;(2/1)/(1/1)=1
(4+0)+(1-0)=5;(5-1)-(2*1)=6
(4*4)*(0*4)=0;(5/5)/(1/5)=1
(4-4)+(1*0)=0;(5*5)-(2/1)=1
(4+0)+(0+4)=8;(5-1)-(1-5)=9
(1+4)+(2+0)=7;(2-5)-(3-1)=8
(3*3)+(4*3)=21;(4/4)-(5/4)=32
(0*2)*(1-2)=0;(1/3)/(2*3)=1
(1-0)+(2*4)=9;(2*1)-(3/5)=0
4*(3+3)=24;5/(4-4)=35
(2*3)+(0*4)=6;(3/4)-(1/5)=7
(4+1)*(2-0)=10;(5-2)/(3*1)=21
(0*1)+(4*3)=12;(1/2)-(5/4)=23
(2+1)-(1*3)=0;(3-2)*(2/4)=1
(4-0)+(1*0)=4;(5*1)-(2/1)=5
(1*4)*(4-4)=0;(2/5)/(5*5)=1
(0-0)*0=0;(1*1)/1=1
(3-3)-(2-2)=0;(4*4)*(3*3)=1
(2+2)-(1-4)=7;(3-3)*(2*5)=8
(1*1)-(0-4)=5;(2/2)*(1*5)=6
(3*2)+(3*0)=6;(4/3)-(4/1)=7
3-(0*0)=3;4*(1/1)=4
(4-0)-(3+1)=0;(5*1)*(4-2)=1
(0*2)*(2+4)=0;(1/3)/(3-5)=1
(3+3)-2=4;(4-4)*3=5
(3+3)-(0*0)=6;(4-4)*(1/1)=7
(3+2)-1=4;(4-3)*2=5
(1-0)*(2*3)=6;(2*1)/(3/4)=7
(1*1)*(1+1)=2;(2/2)/(2-2)=3
(4-3)+(3-3)=1;(5*4)-(4*4)=2
(3+3)-(4*1)=2;(4-4)*(5/2)=3
(1-0)-(1*1)=0;(2*1)*(2/2)=1
(3-4)+(1+3)=3;(4*5)-(2-4)=4
(3+1)-(4-2)=2;(4-2)*(5*3)=3
3+1=4;4-2=5
(4+1)-(1+2)=2;(5-2)*(2-3)=3
3-(3+0)=0;4*(4-1)=1
(4+2)+(0-2)=4;(5-3)-(1*3)=5
(4-3)-(0*2)=1;(5*4)*(1/3)=2
(0+1)*(0*3)=0;(1-2)/(1/4)=1
(4*3)*(3*2)=72;(5/4)/(4/3)=83
(1*2)+(3-0)=5;(2/3)-(4*1)=6
(2+3)+(4-2)=7;(3-4)-(5*3)=8
(1+3)-(1*4)=0;(2-4)*(2/5)=1
(4-0)-(0-3)=7;(5*1)*(1*4)=8
(1+2)+(4*3)=15;(2-3)-(5/4)=26
(4*1)-(4-2)=2;(5/2)*(5*3)=3
(4+2)-(2+1)=3;(5-3)*(3-2)=4
(4*2)-(3-1)=6;(5/3)*(4*2)=7
3*(4-4)=0;4/(5*5)=1
(2+4)-(1+1)=4;(3-5)*(2-2)=5
(2*1)+(4*2)=10;(3/2)-(5/3)=21
(3+3)+(3*3)=15;(4-4)-(4/4)=26
(2*3)*(1*2)=12;(3/4)/(2/3)=23
(2-0)*(3-2)=2;(3*1)/(4*3)=3
4+(2*1)=6;5-(3/2)=7
(3-0)-(0*2)=3;(4*1)*(1/3)=4
(4-0)*(0+3)=12;(5*1)/(1-4)=23
(4*4)+(1-4)=13;(5/5)-(2*5)=24
(4-4)+2=2;(5*5)-3=3
(1-4)-(0-3)=0;(2*5)*(1*4)=1
(0*2)*3=0;(1/3)/4=1
(4*3)*(3-0)=36;(5/4)/(4*1)=47
(2+3)+(0*1)=5;(3-4)-(1/2)=6
(3+2)*(3*2)=30;(4-3)/(4/3)=41
(2-1)+(1*1)=2;(3*2)-(2/2)=3
(2-2)+0=0;(3*3)-1=1
(3+2)-(1+1)=3;(4-3)*(2-2)=4
(1*3)+(4*2)=11;(2/4)-(5/3)=22
(1+2)*(1+0)=3;(2-3)/(2-1)=4
(2-3)+(0+3)=2;(3*4)-(1-4)=3
(4*3)-(3*2)=6;(5/4)*(4/3)=7
(2+0)+(4-1)=5;(3-1)-(5*2)=6
(4-3)-0=1;(5*4)*1=2
(4*4)*(4+2)=96;(5/5)/(5-3)=07
(4-4)*(0-4)=0;(5*5)/(1*5)=1
3+3=6;4-4=7
(2-0)+4=6;(3*1)-5=7
(3+4)-(4-0)=3;(4-5)*(5*1)=4
(4*4)-(3+3)=10;(5/5)*(4-4)=21
(1*3)*(4*3)=36;(2/4)/(5/4)=47
(3*1)*(0*4)=0;(4/2)/(1/5)=1
(2*2)-(0-0)=4;(3/3)*(1*1)=5
(0*2)+(2-1)=1;(1/3)-(3*2)=2
(3*1)+(1+3)=7;(4/2)-(2-4)=8
(4*3)-(2+2)=8;(5/4)*(3-3)=9
(3*4)-(2-3)=13;(4/5)*(3*4)=24
(3-0)+(1*2)=5;(4*1)-(2/3)=6
(4+3)*(0*4)=0;(5-4)/(1/5)=1
(4-3)*(1*2)=2;(5*4)/(2/3)=3
(2*3)*(1-1)=0;(3/4)/(2*2)=1
(3+2)+(3+4)=12;(4-3)-(4-5)=23
(2-4)+(4*3)=10;(3*5)-(5/4)=21
(1-0)+(0+3)=4;(2*1)-(1-4)=5
(0-1)+(1*1)=0;(1*2)-(2/2)=1
(2+2)+(0-3)=1;(3-3)-(1*4)=2
(2+2)-(0+4)=0;(3-3)*(1-5)=1
(3-3)*(2*0)=0;(4*4)/(3/1)=1
(0+0)+(1*4)=4;(1-1)-(2/5)=5
(4*1)*(4+3)=28;(5/2)/(5-4)=39
(3*2)+4=10;(4/3)-5=21
(3-3)+(4-4)=0;(4*4)-(5*5)=1
(4-2)*(0-0)=0;(5*3)/(1*1)=1
(3+2)+(2-0)=7;(4-3)-(3*1)=8
(2+4)+(0*4)=6;(3-5)-(1/5)=7
4*(4-0)=16;5/(5*1)=27
(4+4)*(4-1)=24;(5-5)/(5*2)=35
(4+4)-(0*2)=8;(5-5)*(1/3)=9
(0+3)+(0+0)=3;(1-4)-(1-1)=4
(2*3)*(2+3)=30;(3/4)/(3-4)=41
(3+4)-(0+1)=6;(4-5)*(1-2)=7
(2-3)+(3+1)=3;(3*4)-(4-2)=4
(3*4)*(1+2)=36;(4/5)/(2-3)=47
(3-0)+(4+1)=8;(4*1)-(5-2)=9
(2-0)-(2-3)=3;(3*1)*(3*4)=4
(4+3)-(3-2)=6;(5-4)*(4*3)=7
(1*0)+(2+0)=2;(2/1)-(3-1)=3
(4+1)+(1*3)=8;(5-2)-(2/4)=9
(0+4)-(1+0)=3;(1-5)*(2-1)=4
(4*0)+(4*1)=4;(5/1)-(5/2)=5
(2-0)+(2-4)=0;(3*1)-(3*5)=1
(4+3)*(3-1)=14;(5-4)/(4*2)=25
(2*3)*(0+0)=0;(3/4)/(1-1)=1
(2+4)*(4*1)=24;(3-5)/(5/2)=35
(3+2)*(0+0)=0;(4-3)/(1-1)=1
(2+2)-(2-3)=5;(3-3)*(3*4)=6
(0*0)+(4-0)=4;(1/1)-(5*1)=5
(3*2)+(0-1)=5;(4/3)-(1*2)=6
(3+4)-2=5;(4-5)*3=6
(4-0)*(2-1)=4;(5*1)/(3*2)=5
(4*0)+(4*2)=8;(5/1)-(5/3)=9
(1*3)+(2*4)=11;(2/4)-(3/5)=22
(2+3)-(0*2)=5;(3-4)*(1/3)=6
(3+0)*(4-3)=3;(4-1)/(5*4)=4
(4*3)*(0*1)=0;(5/4)/(1/2)=1
(3-1)-(0-2)=4;(4*2)*(1*3)=5
(1*3)*(0+0)=0;(2/4)/(1-1)=1
(1*4)-(0*4)=4;(2/5)*(1/5)=5
(4+4)+(0*0)=8;(5-5)-(1/1)=9
(4*0)*(1+0)=0;(5/1)/(2-1)=1
(3+3)*(2*1)=12;(4-4)/(3/2)=23
(4*3)*(0+2)=24;(5/4)/(1-3)=35
(1*4)-(4*1)=0;(2/5)*(5/2)=1
(1+1)*(4+2)=12;(2-2)/(5-3)=23
(4*2)*(3+3)=48;(5/3)/(4-4)=59
(0*1)+(3*4)=12;(1/2)-(4/5)=23
(4*3)+(0-0)=12;(5/4)-(1*1)=23
(1-2)+(3+1)=3;(2*3)-(4-2)=4
(3*1)-(2+1)=0;(4/2)*(3-2)=1
(4*3)-1=11;(5/4)*2=22
(0*1)-(1*0)=0;(1/2)*(2/1)=1
(0*4)*(1+2)=0;(1/5)/(2-3)=1
(1*4)+(1-4)=1;(2/5)-(2*5)=2
(4-2)+(0-1)=1;(5*3)-(1*2)=2
(1-1)+(4-3)=1;(2*2)-(5*4)=2
(3+2)-(1-4)=8;(4-3)*(2*5)=9
(0*0)+(0*0)=0;(1/1)-(1/1)=1
(4+4)+(4*4)=24;(5-5)-(5/5)=35
(0+2)*(3*0)=0;(1-3)/(4/1)=1
(4+3)-(1+3)=3;(5-4)*(2-4)=4
(2+0)+(3-2)=3;(3-1)-(4*3)=4
(4+4)*(2-1)=8;(5-5)/(3*2)=9
(3-2)+(1*4)=5;(4*3)-(2/5)=6
(2*1)+(0+4)=6;(3/2)-(1-5)=7
(0+1)+(3-1)=3;(1-2)-(4*2)=4
(4+4)*(2+2)=32;(5-5)/(3-3)=43
(3-3)*(1*0)=0;(4*4)/(2/1)=1
(4-2)*3=6;(5*3)/4=7
(3-0)*(1+2)=9;(4*1)/(2-3)=0
(0+3)*(1-1)=0;(1-4)/(2*2)=1
(2+4)*(2*2)=24;(3-5)/(3/3)=35
(4*2)-(0+1)=7;(5/3)*(1-2)=8
(2*2)+(1+0)=5;(3/3)-(2-1)=6
(3*0)+(4*3)=12;(4/1)-(5/4)=23
(1+1)+(2-1)=3;(2-2)-(3*2)=4
(3*2)+(4-1)=9;(4/3)-(5*2)=0
(3+2)*(0+1)=5;(4-3)/(1-2)=6
(1-0)*(2-1)=1;(2*1)/(3*2)=2
(0+4)+(1*0)=4;(1-5)-(2/1)=5
(2-0)*(0*1)=0;(3*1)/(1/2)=1
(0+3)*1=3;(1-4)/2=4
(4*2)+4=12;(5/3)-5=23
(1*2)*(4-1)=6;(2/3)/(5*2)=7
(3+0)-(0-3)=6;(4-1)*(1*4)=7
(4+1)*(4-1)=15;(5-2)/(5*2)=26
(1*1)+(0*4)=1;(2/2)-(1/5)=2
(4*2)*(3-2)=8;(5/3)/(4*3)=9
(1*4)-(3*0)=4;(2/5)*(4/1)=5
(3-1)-(3-1)=0;(4*2)*(4*2)=1
(2*3)+(2+3)=11;(3/4)-(3-4)=22
(3-3)+(1+4)=5;(4*4)-(2-5)=6
(1+4)+(0*2)=5;(2-5)-(1/3)=6
2*(4+4)=16;3/(5-5)=27
(3+1)-(1+1)=2;(4-2)*(2-2)=3
(3+4)-(4+1)=2;(4-5)*(5-2)=3
(0+0)*(1+3)=0;(1-1)/(2-4)=1
(3*4)*(2+3)=60;(4/5)/(3-4)=71
(3*4)+(4*3)=24;(4/5)-(5/4)=35
(2*3)+(0*2)=6;(3/4)-(1/3)=7
(4+3)-(0+1)=6;(5-4)*(1-2)=7
(3+2)+1=6;(4-3)-2=7
(2*4)*(2+4)=48;(3/5)/(3-5)=59
(4+1)+(1-2)=4;(5-2)-(2*3)=5
3*(4*2)=24;4/(5/3)=35
(3*1)+(1+0)=4;(4/2)-(2-1)=5
(3+0)*(4-4)=0;(4-1)/(5*5)=1
3+(2+3)=8;4-(3-4)=9
4-(3*1)=1;5*(4/2)=2
(4+0)-(1+1)=2;(5-1)*(2-2)=3
(2*2)-(0+1)=3;(3/3)*(1-2)=4
(4-3)+(4+1)=6;(5*4)-(5-2)=7
(1+4)-(3-3)=5;(2-5)*(4*4)=6
(2-3)*(1-2)=1;(3*4)/(2*3)=2
(2+4)-(1+0)=5;(3-5)*(2-1)=6
(4*0)+0=0;(5/1)-1=1
(4-2)+2=4;(5*3)-3=5
(0-3)+(0+3)=0;(1*4)-(1-4)=1
(0*4)+(1*2)=2;(1/5)-(2/3)=3
(2*4)*(4+2)=48;(3/5)/(5-3)=59
(3+1)-(3*0)=4;(4-2)*(4/1)=5
(2+0)+(4-2)=4;(3-1)-(5*3)=5
(0*4)*(0*3)=0;(1/5)/(1/4)=1
(4*3)*(0*2)=0;(5/4)/(1/3)=1
3-(1-4)=6;4*(2*5)=7
(1-3)+(4*3)=10;(2*4)-(5/4)=21
(3-2)*(2+1)=3;(4*3)/(3-2)=4
(0+2)-(4-2)=0;(1-3)*(5*3)=1
(3*2)-(4*0)=6;(4/3)*(5/1)=7
(2+3)+(3-3)=5;(3-4)-(4*4)=6
(4-0)+(2-4)=2;(5*1)-(3*5)=3
(4*1)*(1+0)=4;(5/2)/(2-1)=5
(3-0)+(1*3)=6;(4*1)-(2/4)=7
(4+3)*(1+0)=7;(5-4)/(2-1)=8
(4+3)*(1+3)=28;(5-4)/(2-4)=39
(2*3)-(0-2)=8;(3/4)*(1*3)=9
(2+0)-(0-4)=6;(3-1)*(1*5)=7
(4+1)+(3+4)=12;(5-2)-(4-5)=23
(0+2)+(4*1)=6;(1-3)-(5/2)=7
(0-4)+(3*2)=2;(1*5)-(4/3)=3
(1+3)-(2+0)=2;(2-4)*(3-1)=3
(4*2)+(1*1)=9;(5/3)-(2/2)=0
(1*1)+(1-0)=2;(2/2)-(2*1)=3
(2-2)*(4-3)=0;(3*3)/(5*4)=1
(0+1)+4=5;(1-2)-5=6
(4*4)*(0+2)=32;(5/5)/(1-3)=43
(1+3)*(2-1)=4;(2-4)/(3*2)=5
(4-4)+(2+4)=6;(5*5)-(3-5)=7
(2*4)-(1*3)=5;(3/5)*(2/4)=6
(4+4)*(3*0)=0;(5-5)/(4/1)=1
(2+0)+(3*1)=5;(3-1)-(4/2)=6
(4*4)*(0*0)=0;(5/5)/(1/1)=1
(4+0)-(3*0)=4;(5-1)*(4/1)=5
(0+2)+(2+2)=6;(1-3)-(3-3)=7
(1*0)+(0+0)=0;(2/1)-(1-1)=1
(2-0)*(4*3)=24;(3*1)/(5/4)=35
(1+1)+(0+4)=6;(2-2)-(1-5)=7
0-(2*0)=0;1*(3/1)=1
(3-0)+(1+3)=7;(4*1)-(2-4)=8
(1+2)+(2-0)=5;(2-3)-(3*1)=6
(0+3)+(1*1)=4;(1-4)-(2/2)=5
(2-4)+(1+3)=2;(3*5)-(2-4)=3
(0+1)+(0+1)=2;(1-2)-(1-2)=3
(1*0)*(2*0)=0;(2/1)/(3/1)=1
(4*2)+(3*3)=17;(5/3)-(4/4)=28
4+(2+3)=9;5-(3-4)=0
(3-1)*(2+0)=4;(4*2)/(3-1)=5
(0-4)*(0-4)=16;(1*5)/(1*5)=27
(0+2)-(0*3)=2;(1-3)*(1/4)=3
(3*2)*(2-2)=0;(4/3)/(3*3)=1
(2+4)+(0-1)=5;(3-5)-(1*2)=6
(3+1)-(2-2)=4;(4-2)*(3*3)=5
(3-1)+(4+2)=8;(4*2)-(5-3)=9
(2+3)+(1-2)=4;(3-4)-(2*3)=5
(0-1)-(2-3)=0;(1*2)*(3*4)=1
(0*2)*(4-2)=0;(1/3)/(5*3)=1
(4+4)-(3+2)=3;(5-5)*(4-3)=4
(2*4)+(4*3)=20;(3/5)-(5/4)=31
(1+0)*4=4;(2-1)/5=5
(3+1)*(3+4)=28;(4-2)/(4-5)=39
(4-4)+(0*0)=0;(5*5)-(1/1)=1
(1+3)+(4*3)=16;(2-4)-(5/4)=27
(0-1)+4=3;(1*2)-5=4
(4+0)+(4*4)=20;(5-1)-(5/5)=31
(2*4)*(0*1)=0;(3/5)/(1/2)=1
1*(3+0)=3;2/(4-1)=4
(1+4)+(1*3)=8;(2-5)-(2/4)=9
(3*4)+(1+0)=13;(4/5)-(2-1)=24
(4+3)-(1-2)=8;(5-4)*(2*3)=9
(2+4)*(1+1)=12;(3-5)/(2-2)=23
(0+2)+(0*0)=2;(1-3)-(1/1)=3
(2*1)-(0+0)=2;(3/2)*(1-1)=3
(1*4)*(3-1)=8;(2/5)/(4*2)=9
(2-3)+(4*2)=7;(3*4)-(5/3)=8
(1*3)-(0+3)=0;(2/4)*(1-4)=1
(4+1)*(2*0)=0;(5-2)/(3/1)=1
(4+2)+(2-4)=4;(5-3)-(3*5)=5
(1*4)-(0+1)=3;(2/5)*(1-2)=4
(4+3)-(1+1)=5;(5-4)*(2-2)=6
(3-3)*2=0;(4*4)/3=1
(0*1)*(0+2)=0;(1/2)/(1-3)=1
(2*3)-(1+2)=3;(3/4)*(2-3)=4
(0+4)*(2+4)=24;(1-5)/(3-5)=35
(4-1)+(4-1)=6;(5*2)-(5*2)=7
(4-4)*(1+3)=0;(5*5)/(2-4)=1
(4-4)+(4-3)=1;(5*5)-(5*4)=2
(4-2)+(4*1)=6;(5*3)-(5/2)=7
2*(4*1)=8;3/(5/2)=9
(4*1)+(2*3)=10;(5/2)-(3/4)=21
(0*3)*(4-0)=0;(1/4)/(5*1)=1
(2-2)*(4*4)=0;(3*3)/(5/5)=1
(1+0)*(4-0)=4;(2-1)/(5*1)=5
(3*0)*(4*0)=0;(4/1)/(5/1)=1
(2-4)+(1+2)=1;(3*5)-(2-3)=2
(3-0)+(0+2)=5;(4*1)-(1-3)=6
(2-0)+(3-2)=3;(3*1)-(4*3)=4
(2+4)+(1+3)=10;(3-5)-(2-4)=21
(3-4)+(3-1)=1;(4*5)-(4*2)=2
(3+4)-(3+2)=2;(4-5)*(4-3)=3
(2*4)+(4-0)=12;(3/5)-(5*1)=23
(4*2)+(4-0)=12;(5/3)-(5*1)=23
(1*4)+(1*3)=7;(2/5)-(2/4)=8
(2+0)+(2+3)=7;(3-1)-(3-4)=8
(0-3)*(2-4)=6;(1*4)/(3*5)=7
(3*0)+2=2;(4/1)-3=3
(0-1)*(0-2)=2;(1*2)/(1*3)=3
(0-2)*(3*0)=0;(1*3)/(4/1)=1
(4*0)-(1-2)=1;(5/1)*(2*3)=2
